assembly_accession,locus_tag,product_accession,contigID,start,end
GCA_001508185.1,XD62_1324,KUK29592.1,,1146,3497
GCA_001484195.1,APY94_04215,KUH33941.1,,54175,55026
GCA_000970045.1,MSMTP_2847,AKB26316.1,,3715031,3717574
GCA_000968435.1,SULA_2310,AKA79863.1,,2127294,2128229
GCA_000980135.1,DU84_13875,KKH95877.1,,18344,19216
GCA_000979675.1,DU46_08075,KKG73218.1,,74631,75587
GCA_000189575.1,SiH_0405,ADX81773.1,,352295,353017
GCA_001316265.1,DKJMNHKE_00629,DKJMNHKE_00629,,165035,165541
GCA_002498225.1,JFLDHFGF_00464,JFLDHFGF_00464,,76434,76946
GCA_000685155.1,ANME2D_00563,KCZ73495.1,,507753,508742
GCA_000363885.1,J422_05259,ENN95912.1,,1674,2813
GCA_002499445.1,ACBPDHNH_01207,ACBPDHNH_01207,,102337,102939
GCA_000402775.1,OCMACOFL_00351,OCMACOFL_00351,,5435,6415
GCA_001729965.1,NL43_05555,OED29881.1,,1178,2143
GCA_001560835.1,EILDKIMM_00316,EILDKIMM_00316,,319977,320663
GCA_001560245.1,KKDDGCAJ_01609,KKDDGCAJ_01609,,1471333,1471938
GCA_000698785.1,NVIE_2460,AIC16666.1,,2025549,2025803
GCA_000979745.1,DU59_17360,KKG92842.1,,24238,25890
GCA_001560515.1,BIICEEPG_02015,BIICEEPG_02015,,41805,42272
GCA_000979755.1,DU69_17975,KKG91777.1,,71585,73603
GCA_000979015.1,DU63_11760,KKG74466.1,,10101,10802
GCA_001577565.1,AWU59_497,KXS44423.1,,2052,2561
GCA_000385565.1,Asulf_01247,AGK61243.1,,1144152,1144415
GCA_002494795.1,LOIIAHKI_00661,LOIIAHKI_00661,,130,735
GCA_000978955.1,DU34_19065,KKG08113.1,,19155,21392
GCA_000245255.2,OEHBGHGL_00030,OEHBGHGL_00030,,35415,36026
GCA_001953745.1,A6E15_08070,OLZ40951.1,,1616366,1616629
GCA_002504765.1,AFILAJDB_01480,AFILAJDB_01480,,1691,2203
GCA_002507025.1,OJGHGGOH_00052,OJGHGGOH_00052,,7480,8289
GCA_000979175.1,DU50_13845,KKH36211.1,,9551,10540
GCA_000011085.1,pNG4051,AAV44424.1,,42038,44719
GCA_002116695.1,B6F84_00080,ARM74581.1,,30373,31350
GCA_001560305.1,PJMKINCC_02328,PJMKINCC_02328,,140021,140686
GCA_002495725.1,GIJNIGPB_01063,GIJNIGPB_01063,,13169,14257
GCA_002010995.1,ICCEPFBO_00119,ICCEPFBO_00119,,31705,32583
GCA_001560525.1,NGHHJGKP_02355,NGHHJGKP_02355,,128078,128983
GCA_000979585.1,DU36_14160,KKG50925.1,,16830,17831
GCA_000186365.1,Desmu_0997,ADV65299.1,,979006,980778
GCA_002287215.1,ASJ83_06510,PAV09576.1,,29526,30266
GCA_001560215.1,NGNHDNEJ_00617,NGNHDNEJ_00617,,620048,620953
GCA_001508615.1,XE07_1845,KUK95386.1,,31338,31604
GCA_000980085.1,DU78_01345,KKH72299.1,,5538,6212
GCA_000245195.2,GPBCAKMG_00089,GPBCAKMG_00089,,85032,85922
GCA_000245235.2,PMPIPMEH_00903,PMPIPMEH_00903,,872064,872960
GCA_002487355.1,AOIFKBFE_02026,AOIFKBFE_02026,,29935,30978
GCA_900248165.1,NCAV_1786,SPC34949.1,,1564926,1565684
GCA_000190175.2,JPHPKPGP_00440,JPHPKPGP_00440,,27908,28591
GCA_002494495.1,BEGFIMFN_00527,BEGFIMFN_00527,,173452,174177
GCA_000402095.1,KKBKDMBF_00107,KKBKDMBF_00107,,3321,4757
GCA_002010955.1,LNGEHMJO_00334,LNGEHMJO_00334,,7745,9640
GCA_000376965.1,GNOCFNDI_00130,GNOCFNDI_00130,,1393,1680
GCA_000023985.1,Mefer_1438,ACV25242.1,,1350516,1351484
GCA_000023985.1,Mefer_0970,ACV24788.1,,912350,912760
GCA_001888095.1,MPF_0721,OJH49928.1,,401802,402092
GCA_002197185.1,CDI07_02225,ASA77155.1,,392237,392494
GCA_001484685.1,ADU37_CDS13270,ALV63026.1,,1121414,1121839
GCA_000243315.1,MetMK1DRAFT_00004070,EHP69905.1,,190989,191267
GCA_000195895.1,Mbar_A1353,AAZ70314.1,,1667328,1668428
GCA_000245235.2,PMPIPMEH_00893,PMPIPMEH_00893,,857976,858230
GCA_000148385.1,Vdis_1163,ADN50550.1,,1106114,1107085
GCA_000970205.1,MSMAS_1437,AKB64633.1,,1767678,1768898
GCA_002504485.1,GDKBANGK_01513,GDKBANGK_01513,,222203,222955
GCA_002356395.1,tca_00295,BAZ98370.1,,247069,247968
GCA_000011105.1,,BAA30013.1,,824928,826508
GCA_001560595.1,EINEJKDB_01874,EINEJKDB_01874,,110943,112232
GCA_000151085.1,ABOONEI_1361,EDY34561.1,,49338,50309
GCA_000430485.1,AEIHIJLH_01246,AEIHIJLH_01246,,817417,817917
GCA_001560035.1,OFPDGDDC_01858,OFPDGDDC_01858,,22790,23257
GCA_002494665.1,IPPKBFGG_01782,IPPKBFGG_01782,,29946,30830
GCA_000993805.1,MA03_02950,AKG38441.1,,582878,583078
GCA_000980025.1,DU87_09130,KKH68242.1,,9785,10534
GCA_001433455.1,TBCH5v1_1141,ALM75075.1,,962608,963357
GCA_002506415.1,PDIAOGOC_00756,PDIAOGOC_00756,,73470,74288
GCA_002215445.1,NJIMJNHF_02045,NJIMJNHF_02045,,1890833,1891438
GCA_002504505.1,GPNJKGFD_01856,GPNJKGFD_01856,,654801,655784
GCA_000258425.1,FFONT_0078,AFH42072.1,,66419,67336
GCA_000263735.1,Py04_0801,AFK22397.1,,809801,810415
GCA_002898355.1,HRbin01_01837,GBC70129.1,,19078,19353
GCA_002499445.1,ACBPDHNH_01833,ACBPDHNH_01833,,9623,11008
GCA_000023985.1,Mefer_0969,ACV24787.1,,911417,912310
GCA_002505525.1,DFHKEOHC_00564,DFHKEOHC_00564,,38027,38299
GCA_900012635.1,CHITON_0549,CUX77328.1,,516773,517657
GCA_000380705.1,FPMCCHJL_00282,FPMCCHJL_00282,,3206,4645
GCA_000016605.1,Msed_1149,ABP95310.1,,1094398,1094658
GCA_001560455.1,GALLAPDK_01006,GALLAPDK_01006,,1810,2421
GCA_000979015.1,DU63_18765,KKG75807.1,,56809,57891
GCA_000190175.2,JPHPKPGP_01821,JPHPKPGP_01821,,144,821
GCA_000685155.1,ANME2D_00195,KCZ73136.1,,177769,180000
GCA_001560245.1,KKDDGCAJ_01778,KKDDGCAJ_01778,,8496,9680
GCA_000190115.2,FNGJBKBO_00139,FNGJBKBO_00139,,26626,27729
GCA_001560455.1,GALLAPDK_02201,GALLAPDK_02201,,33247,33852
GCA_001266715.1,MsedD_1182,AKV80931.1,,1129361,1129996
GCA_000253055.1,TTX_1251,CCC81886.1,,1087593,1088582
GCA_000011205.1,STK_00320,BAK54126.1,,45279,46946
GCA_002010125.1,BAKOEDHM_01176,BAKOEDHM_01176,,12656,15040
GCA_002509565.1,KCGEAFKK_02491,KCGEAFKK_02491,,6231,6893
GCA_000969885.1,MSTHT_1968,AKB13726.1,,2411188,2412960
GCA_001560455.1,GALLAPDK_02204,GALLAPDK_02204,,36774,37529
GCA_002498505.1,FKLPHGPC_00254,FKLPHGPC_00254,,6805,7593
GCA_002508475.1,EONACGKD_01594,EONACGKD_01594,,51732,52733
GCA_000009965.1,TK0454,BAD84643.1,,382316,382681
GCA_002495025.1,NABFEOIC_01133,NABFEOIC_01133,,3906,7139
GCA_001316125.1,ICBEANHN_04054,ICBEANHN_04054,,6618,7127
GCA_001027005.1,MCM1_2478,AKJ39493.1,,3107396,3109876
GCA_000190055.2,FPKNIGDP_00135,FPKNIGDP_00135,,58900,59343
GCA_000152265.2,FACI_IFERC00001G1219,AGO61199.1,,1188113,1188883
GCA_000415965.1,J07HQW1_02626,ERG92582.1,,2546218,2547716
GCA_002287215.1,ASJ83_06530,PAV09580.1,,34171,34464
GCA_000211475.1,PNA2_1819,AEC52734.1,,1699849,1700688
GCA_001560125.1,DBBCKIFB_02284,DBBCKIFB_02284,,129513,129914
GCA_001280455.1,AMR74_15750,KOX95382.1,,134975,135607
GCA_001560605.1,BPJJOKJI_02196,BPJJOKJI_02196,,124143,126143
GCA_000251105.1,Mtc_1208,AFC99961.1,,1170488,1171276
GCA_001305655.1,HLASA_0866,ALG81764.1,,839757,840749
GCA_001006045.1,GAH_00431,AKG92217.1,,371788,372849
GCA_001560685.1,ILGFBMPN_02194,ILGFBMPN_02194,,22474,23763
GCA_002505535.1,BAMHNMGP_01291,BAMHNMGP_01291,,46024,48501
GCA_000336655.1,C445_16714,EMA30167.1,,6154,8415
GCA_000979765.1,DU68_01965,KKG98060.1,,54608,56626
GCA_001560675.1,JCCFAKJJ_01203,JCCFAKJJ_01203,,134603,135454
GCA_001592435.1,A0127_00220,AMQ17701.1,,42186,43139
GCA_001714685.2,BGV40_10355,OEU42299.1,,19755,20576
GCA_000430485.1,AEIHIJLH_01732,AEIHIJLH_01732,,151513,151995
GCA_000245195.2,GPBCAKMG_00091,GPBCAKMG_00091,,87732,88949
GCA_001875355.1,BEU00_01310,OIR22924.1,,15041,15880
GCA_000019805.1,Tneu_1141,ACB40071.1,,1029591,1029863
GCA_000979555.1,DU41_08960,KKG48620.1,,34719,35720
GCA_001316205.1,BCDGHCHE_04034,BCDGHCHE_04034,,3198,5006
GCA_002497555.1,JBJHPDEC_01470,JBJHPDEC_01470,,47810,50758
GCA_002508905.1,IHFBKJKA_00338,IHFBKJKA_00338,,6859,7854
GCA_000190115.2,FNGJBKBO_01895,FNGJBKBO_01895,,174,611
GCA_002508705.1,BCLHLAGL_00197,BCLHLAGL_00197,,130319,130726
GCA_002788215.1,halTADL_1357,ATW88134.1,,1312809,1313357
GCA_002214365.1,A3L02_08290,ASI99557.1,,1529174,1529809
GCA_001560765.1,HODOBGIE_01093,HODOBGIE_01093,,170633,171469
GCA_001560455.1,GALLAPDK_01827,GALLAPDK_01827,,380226,381128
GCA_002197185.1,CDI07_02235,ASA77157.1,,393163,394143
GCA_001560135.1,GGEFHGDP_00006,GGEFHGDP_00006,,7444,8130
GCA_001647155.1,AV929_20265,KZX49612.1,,20807,21421
GCA_000494125.1,PDEBGFNK_00478,PDEBGFNK_00478,,5643,7355
GCA_002839675.1,CVV30_01400,PKL70054.1,,281591,282268
GCA_000320505.2,BDPBACIL_00613,BDPBACIL_00613,,51814,52782
GCA_000969945.1,MSKOL_0588,AKB46365.1,,727998,728288
GCA_001560115.1,CMGKDJEF_00761,CMGKDJEF_00761,,749597,750202
GCA_000979935.1,DU72_05565,KKH46181.1,,2291,2881
GCA_000189975.2,CMHBPPHA_00205,CMHBPPHA_00205,,52691,53413
GCA_000494165.1,DJPPGCIM_00428,DJPPGCIM_00428,,2078,2911
GCA_002010195.1,NEEPMCML_02010,NEEPMCML_02010,,2039,2935
GCA_000190075.2,HJECHJCB_00193,HJECHJCB_00193,,111075,112178
GCA_001560355.1,DBFJMMEK_01720,DBFJMMEK_01720,,107865,108266
GCA_002508845.1,DGGNGDNJ_00544,DGGNGDNJ_00544,,929,1312
GCA_900012635.1,CHITON_0544,CUX77323.1,,510316,511614
GCA_000022205.1,Hlac_3326,ACM58847.1,,76255,76515
GCA_000979025.1,DU57_18420,KKG82492.1,,22239,22841
GCA_002506095.1,ALKMMDLD_01682,ALKMMDLD_01682,,5040,5399
GCA_001189275.1,PYWP30_00589,AKT34238.1,,526877,527830
GCA_000213215.1,Ahos_0367,AEE93258.1,,367331,368071
GCA_000016525.1,Msm_0163,ABQ86368.1,,155732,155995
GCA_000245115.2,ELEAMKNB_01948,ELEAMKNB_01948,,4032,4649
GCA_002504585.1,EICDJABF_01653,EICDJABF_01653,,334073,334798
GCA_000725425.1,PAP_07945,AIF69978.1,,1429314,1430282
GCA_000979815.1,DU51_08195,KKH06162.1,,170632,171588
GCA_000306765.2,HFX_6315,AFK21437.1,,336029,338146
GCA_000016125.1,MmarC5_0774,ABO35084.1,,741906,742526
GCA_000179575.2,Metok_1285,AEH07253.1,,1317492,1317986
GCA_000337835.1,C441_06344,ELZ96029.1,,10468,10740
GCA_000022545.1,TSIB_1272,ACS90326.1,,1153447,1154181
GCA_000189915.2,LIEIOMCG_00160,LIEIOMCG_00160,,57554,57832
GCA_002010305.1,JIGLKENP_01948,JIGLKENP_01948,,32221,34863
GCA_900095295.1,MCBB_1324,SCG85882.1,,1387892,1388623
GCA_002496705.1,OJKIBACN_00754,OJKIBACN_00754,,26420,27178
GCA_000015225.1,Tpen_1288,ABL78686.1,,1229619,1230542
GCA_000022425.1,M1627_0930,ACP54861.1,,904131,904916
GCA_001484685.1,ADU37_CDS18210,ALV63520.1,,1535782,1536282
GCA_000711905.1,ENACBEBM_01624,ENACBEBM_01624,,16573,18927
GCA_002878225.1,C0171_04065,PMP90877.1,,1,760
GCA_001560065.1,EAAEAGMB_02001,EAAEAGMB_02001,,551994,552659
GCA_002719655.1,CMB71_05100,MBI99521.1,,8969,10153
GCA_002504765.1,AFILAJDB_02030,AFILAJDB_02030,,3971,4966
GCA_001560205.1,HHJEFJGM_02183,HHJEFJGM_02183,,181298,182134
GCA_001560375.1,EEHAGKII_00631,EEHAGKII_00631,,40522,41358
GCA_002839605.1,CVV32_04475,PKL65249.1,,119289,120209
GCA_000565255.1,ASUL_09869,EWG06386.1,,4268,4981
GCA_002496565.1,PPKGBNIK_00369,PPKGBNIK_00369,,141376,141807
GCA_001587695.1,APG11_01799,KYC46586.1,,2484,3836
GCA_000970005.1,MSWH1_2424,AKB22695.1,,2967632,2968237
GCA_002507025.1,OJGHGGOH_01309,OJGHGGOH_01309,,15407,16318
GCA_000970305.1,MSBR3_3072,AKB83650.1,,4052422,4053141
GCA_001560135.1,GGEFHGDP_02294,GGEFHGDP_02294,,71953,72249
GCA_000189575.1,SiH_0772,ADX82127.1,,765904,766587
GCA_000421805.1,AAJOCJMH_02456,AAJOCJMH_02456,,3635,4681
GCA_000190035.2,GOLENNII_00106,GOLENNII_00106,,69277,70281
GCA_002499755.1,KGANPNEC_02787,KGANPNEC_02787,,54275,55120
GCA_002505535.1,BAMHNMGP_01285,BAMHNMGP_01285,,38797,41058
GCA_002214505.1,A3L11_00400,ASJ07770.1,,79321,80070
GCA_001560085.1,KKBOFOMO_00038,KKBOFOMO_00038,,56966,57817
GCA_000215995.1,PYCH_09660,AEH24651.1,,853819,854478
GCA_002498385.1,PLDGHLCE_00416,PLDGHLCE_00416,,10131,10727
GCA_002495885.1,EODJKBAH_00983,EODJKBAH_00983,,96656,98836
GCA_002507025.1,OJGHGGOH_01311,OJGHGGOH_01311,,18015,18767
GCA_001560165.1,FJIOONJO_00242,FJIOONJO_00242,,57543,58460
GCA_002505025.1,PKCHPAJG_00072,PKCHPAJG_00072,,5918,6769
GCA_000245135.2,ANGOGFEL_02850,ANGOGFEL_02850,,851222,851563
GCA_000949015.1,TZ01_03145,KJE50064.1,,634452,634991
GCA_000022425.1,M1627_1074,ACP54975.1,,1048006,1051041
GCA_001560195.1,AHFFPLAJ_00586,AHFFPLAJ_00586,,112831,113682
GCA_001560035.1,OFPDGDDC_02332,OFPDGDDC_02332,,13323,13619
GCA_001856845.1,AMDU5_GPLC00019G0106,EQB68020.1,,104329,105003
GCA_000226975.3,CHINAEXTREME_20735,APX00237.1,,86919,88967
GCA_001560525.1,NGHHJGKP_01888,NGHHJGKP_01888,,37826,38662
GCA_000144915.1,ASAC_0002,ADL18411.1,,1241,2173
GCA_001560605.1,BPJJOKJI_01832,BPJJOKJI_01832,,71814,73103
GCA_000022405.1,M1425_1010,ACP37780.1,,955312,956184
GCA_000306765.2,HFX_0259,AFK18000.1,,244448,245110
GCA_000979925.1,DU85_15735,KKH52443.1,,9270,9536
GCA_000007305.1,PF0641,AAL80765.1,,655060,655851
GCA_000019805.1,Tneu_0576,ACB39518.1,,527949,528491
GCA_002501655.1,JLJEEGKO_02087,JLJEEGKO_02087,,40773,43193
GCA_001560285.1,JHIJBACK_01204,JHIJBACK_01204,,37856,38692
GCA_002506915.1,AIGNGMGP_01792,AIGNGMGP_01792,,316189,316479
GCA_000092305.1,Metin_0161,ADG12833.1,,150015,151295
GCA_002252585.1,JBCPGOIN_00234,JBCPGOIN_00234,,228612,230975
GCA_002505765.1,MPLNHLNP_01253,MPLNHLNP_01253,,16262,18913
GCA_001418715.1,AMR53_03800,KQH82732.1,,63303,64310
GCA_000195935.2,PAB1690,CAB49932.1,,979368,980036
GCA_000245275.2,BBOLJCCI_00893,BBOLJCCI_00893,,839274,840209
GCA_000245215.2,AENHFAFO_00929,AENHFAFO_00929,,859624,860412
GCA_002215485.1,NDPOHDCN_02077,NDPOHDCN_02077,,1911536,1912372
GCA_000020905.1,DKAM_0788,ACL11114.1,,762359,763177
GCA_000969965.1,MSWHS_2620,AKB19483.1,,3197209,3197466
GCA_000017945.1,Igni_0326,ABU81509.1,,282698,284269
GCA_900114585.1,SAMN02910297_01651,SFL74475.1,,207,467
GCA_000214725.1,MSWAN_1413,AEG18427.1,,1538061,1538615
GCA_001316085.1,CIBGEIDD_02569,CIBGEIDD_02569,,8577,9227
GCA_000337555.1,C481_21041,ELY97117.1,,46806,47534
GCA_000711905.1,ENACBEBM_01636,ENACBEBM_01636,,31661,32374
GCA_000979125.1,DU60_04310,KKH32283.1,,16842,17843
GCA_000006175.2,Mvol_0525,ADI36185.1,,546173,547051
GCA_000340315.1,SacN8_09175,AGE71795.1,,1659682,1661697
GCA_000263735.1,Py04_0111,AFK21717.1,,108712,108972
GCA_001512365.1,KBNCIKLJ_00815,KBNCIKLJ_00815,,1559,2293
GCA_000011105.1,,BAA30347.1,,1121204,1123387
GCA_001714685.2,BGV40_10230,OEU42311.1,,13594,13884
GCA_002509495.1,POINIJML_01940,POINIJML_01940,,411,1523
GCA_000430485.1,AEIHIJLH_01722,AEIHIJLH_01722,,142366,142878
GCA_002495685.1,GGDPLPCN_00610,GGDPLPCN_00610,,21175,22131
GCA_001011115.1,HLASF_0864,AKH97357.1,,832345,834456
GCA_001516585.1,AT710_08630,KUO90621.1,,965,1969
GCA_001304615.1,AOB57_04370,KPL46601.1,,123722,124666
GCA_000007305.1,PF0640,AAL80764.1,,653114,655090
GCA_000585495.1,BD01_0981,AHL22600.1,,851712,852350
GCA_000970065.1,MSBR2_2603,AKB59119.1,,3398041,3398331
GCA_000008265.1,PTO0002,AAT42587.1,,524,787
GCA_000023985.1,Mefer_0966,ACV24784.1,,907778,909136
GCA_002010305.1,JIGLKENP_01950,JIGLKENP_01950,,35291,36007
GCA_002506225.1,ONAJANBF_01127,ONAJANBF_01127,,485,1444
GCA_001560135.1,GGEFHGDP_01018,GGEFHGDP_01018,,407616,408227
GCA_000380705.1,FPMCCHJL_00284,FPMCCHJL_00284,,5573,8767
GCA_002494845.1,IDMPIBDE_01454,IDMPIBDE_01454,,307563,308165
GCA_002243045.1,OCNMKEAD_01407,OCNMKEAD_01407,,20364,20966
GCA_000009965.1,TK0447,BAD84636.1,,375541,376314
GCA_000008265.1,PTO0052,AAT42637.1,,55796,56548
GCA_001484195.1,APY94_08665,KUH32846.1,,101620,102933
GCA_000979015.1,DU63_11745,KKG74463.1,,6427,7029
GCA_001761425.1,AQV86_04310,AOV95119.1,,800288,800548
GCA_000969905.1,MSVAZ_0610,AKB42879.1,,745041,747461
GCA_000019805.1,Tneu_1135,ACB40065.1,,1025058,1025738
GCA_000979825.1,DU62_20210,KKH10571.1,,22891,23481
GCA_002497395.1,MAMCNNDA_00392,MAMCNNDA_00392,,1303,2247
GCA_001433455.1,TBCH5v1_2369,ALM76262.1,,2054897,2057788
GCA_002010155.1,KDDMKHMK_01706,KDDMKHMK_01706,,5257,6153
GCA_000371805.1,IGBKDIJD_00326,IGBKDIJD_00326,,297730,299526
GCA_001006085.1,HPABDIGF_00854,HPABDIGF_00854,,19545,21356
GCA_002215405.1,FDHNNBBL_01211,FDHNNBBL_01211,,1060462,1061751
GCA_002506225.1,ONAJANBF_01032,ONAJANBF_01032,,7572,9260
GCA_001719125.1,BFU36_00075,AOL15395.1,,28893,29723
GCA_001477655.1,sm9_1184,ALT68967.1,,1311017,1311778
GCA_001560065.1,EAAEAGMB_02154,EAAEAGMB_02154,,273,674
GCA_000265525.1,CL1_0383,AFL94594.1,,346675,346932
GCA_000980025.1,DU87_17915,KKH64858.1,,8694,9725
GCA_001412615.1,Pyrde_1366,ALL01412.1,,1357624,1358625
GCA_000190075.2,HJECHJCB_00189,HJECHJCB_00189,,106525,108888
GCA_001577775.1,TQ32_01395,AMM53299.1,,273777,274784
GCA_000979675.1,DU46_18755,KKG69159.1,,1079,3256
GCA_000979185.1,DU71_06615,KKH37919.1,,13135,13836
GCA_000979755.1,DU69_17995,KKG91781.1,,77183,77857
GCA_000337315.1,C498_09726,ELY32096.1,,65752,66219
GCA_000189955.2,GDJFNNHA_00130,GDJFNNHA_00130,,52682,53404
GCA_000334895.1,MAMGNPOD_00454,MAMGNPOD_00454,,8587,9489
GCA_000965745.1,IX51_06655,AKA48835.1,,1251046,1251336
GCA_000263735.1,Py04_0806,AFK22402.1,,814907,815254
GCA_001266695.1,MsedC_1177,AKV78682.1,,1124138,1124902
GCA_000979185.1,DU71_06620,KKH37920.1,,13846,14823
GCA_000632495.1,CM19_04070,EZQ10606.1,,80822,81664
GCA_000980055.1,DU86_12845,KKH77985.1,,15647,16636
GCA_000024305.1,LD85_0927,ADB86631.1,,777497,778249
GCA_002505895.1,HOPMLNDI_01824,HOPMLNDI_01824,,11117,11845
GCA_000144915.1,ASAC_0010,ADL18419.1,,10337,11089
GCA_000970225.1,MSMAL_0679,AKB67222.1,,818451,819053
GCA_001484685.1,ADU37_CDS13350,ALV63034.1,,1128222,1128473
GCA_002287195.1,ASJ82_02765,PAV07472.1,,8381,8878
GCA_002505075.1,AOEGAGJJ_00624,AOEGAGJJ_00624,,24564,27437
GCA_001315985.1,EHOGNACC_01707,EHOGNACC_01707,,141099,141788
GCA_000970025.1,MSBRM_3120,AKB56118.1,,4043666,4044385
GCA_001560115.1,CMGKDJEF_00761,CMGKDJEF_00761,,749597,750202
GCA_002496045.1,EPOAHOIO_01236,EPOAHOIO_01236,,624,1559
GCA_000979045.1,DU56_12890,KKH03108.1,,15686,18121
GCA_001560565.1,HGEKADFK_02332,HGEKADFK_02332,,54789,55631
GCA_000151085.1,ABOONEI_2506,EDY34294.1,,4310,4753
GCA_001266675.1,MsedB_1185,AKV76436.1,,1130936,1131769
GCA_001316265.1,DKJMNHKE_00636,DKJMNHKE_00636,,170595,171005
GCA_000245135.2,ANGOGFEL_02864,ANGOGFEL_02864,,866543,867160
GCA_002498065.1,OBIMILLO_01727,OBIMILLO_01727,,29615,31819
GCA_000504565.2,HISP_17945,AHB67945.1,,88700,89488
GCA_002687935.1,CL963_00830,MAF89045.1,,122193,122879
GCA_000970245.1,MSMAC_0740,AKB70630.1,,889015,889305
GCA_900095815.1,MWSIV6_1625,SCM58428.1,,1503090,1503857
GCA_900069765.1,KJKELFHJ_00716,KJKELFHJ_00716,,146153,147190
GCA_000980025.1,DU87_09905,KKH65570.1,,31755,33773
GCA_002496325.1,IEMAJLHG_01237,IEMAJLHG_01237,,10380,11120
GCA_002508765.1,HGKIOEGM_02080,HGKIOEGM_02080,,61010,61672
GCA_002508905.1,IHFBKJKA_00337,IHFBKJKA_00337,,5508,6854
GCA_002508475.1,EONACGKD_01591,EONACGKD_01591,,46490,47491
GCA_000151225.1,METSMIF1_03392,EFC93806.1,,1404350,1404520
GCA_001896725.1,DMFLKMLA_01321,DMFLKMLA_01321,,9750,10919
GCA_000979935.1,DU72_17285,KKH48112.1,,3001,3702
GCA_002498375.1,INDGFGCA_00690,INDGFGCA_00690,,3695,4834
GCA_001560165.1,FJIOONJO_00256,FJIOONJO_00256,,75019,76203
GCA_000336875.1,C463_14185,ELZ40747.1,,23462,24007
GCA_001316145.1,EEKFPAHO_00979,EEKFPAHO_00979,,31866,32099
GCA_001560765.1,HODOBGIE_01707,HODOBGIE_01707,,417870,419159
GCA_002499625.1,ENNNKFNC_00713,ENNNKFNC_00713,,31050,31604
GCA_002496555.1,HJFBLEKO_00640,HJFBLEKO_00640,,42306,43664
GCA_001560205.1,HHJEFJGM_02189,HHJEFJGM_02189,,187411,188172
GCA_000015945.1,Smar_0321,ABN69434.1,,339747,340742
GCA_001315985.1,EHOGNACC_01733,EHOGNACC_01733,,1070,1777
GCA_000336935.1,C450_06200,EMA54399.1,,41123,42145
GCA_002009985.1,MPBEJJGO_01501,MPBEJJGO_01501,,23509,24711
GCA_001602645.1,CJPDHIMO_01985,CJPDHIMO_01985,,10908,11516
GCA_001560635.1,ABOLPMBH_01785,ABOLPMBH_01785,,574230,575414
GCA_000979825.1,DU62_08495,KKH14808.1,,71772,73535
GCA_000734035.1,AFULGI_00000640,AIG96910.1,,60636,62915
GCA_001560065.1,EAAEAGMB_02193,EAAEAGMB_02193,,40883,41719
GCA_000710615.1,BKFOFDAA_03646,BKFOFDAA_03646,,39866,40861
GCA_002215445.1,NJIMJNHF_02050,NJIMJNHF_02050,,1896002,1896469
GCA_002497145.1,EHILDOMB_00306,EHILDOMB_00306,,13439,14920
GCA_000496155.1,AMDU4_FER2C00214G0001,EQB70784.1,,2206,2895
GCA_000979595.1,DU64_08960,KKG61565.1,,8843,10348
GCA_000979495.1,DU52_13220,KKG34300.1,,7825,8898
GCA_000447865.2,JJAGBOJA_01346,JJAGBOJA_01346,,1378948,1379922
GCA_000398765.1,EJAAJFKD_00988,EJAAJFKD_00988,,42854,43807
GCA_900198835.1,OAOADCOO_01681,OAOADCOO_01681,,1507876,1508346
GCA_002506585.1,AFOFMECC_00770,AFOFMECC_00770,,246923,247585
GCA_000022465.1,YG5714_0761,ACP45048.1,,709191,709802
GCA_001560595.1,EINEJKDB_00632,EINEJKDB_00632,,2379,2780
GCA_001560125.1,DBBCKIFB_02256,DBBCKIFB_02256,,103745,104647
GCA_000025505.1,Ferp_0701,ADC64871.1,,610517,611203
GCA_002498065.1,OBIMILLO_01879,OBIMILLO_01879,,12814,13764
GCA_001587655.1,APG10_01686,KYC44494.1,,7946,8659
GCA_000015145.1,Hbut_0649,ABM80506.1,,628945,629547
GCA_000258515.1,PMECMBPP_00749,PMECMBPP_00749,,710660,711373
GCA_002712825.1,CL958_00525,MBE01581.1,,15572,17314
GCA_000504565.2,HISP_17950,AHB67946.1,,89800,91989
GCA_002502845.1,MAJGICAI_01237,MAJGICAI_01237,,129028,129621
GCA_002214365.1,A3L02_02990,ASI98605.1,,531958,532446
GCA_001315945.1,MFNCFEDD_02088,MFNCFEDD_02088,,46858,48450
GCA_001587695.1,APG11_01752,KYC46659.1,,6769,7263
GCA_900198835.1,OAOADCOO_01531,OAOADCOO_01531,,1368868,1369677
GCA_001266715.1,MsedD_1159,AKV80912.1,,1079418,1080143
GCA_000494205.1,KLFKALOH_01221,KLFKALOH_01221,,1756,2709
GCA_002194565.1,Pdsh_06745,OWJ54488.1,,12183,13127
GCA_002508765.1,HGKIOEGM_01886,HGKIOEGM_01886,,21382,22530
GCA_000496135.1,AMDU2_EPLC00006G0151,EQB66594.1,,149167,149994
GCA_900107205.1,SAMN05216564_11169,SDY83945.1,,69839,70480
GCA_000011105.1,,BAA29231.1,,140313,142385
GCA_000014945.1,Mthe_1559,ABK15329.1,,1694669,1695661
GCA_001481595.1,ATY89_08620,ALU29987.1,,1646059,1646745
GCA_002499445.1,ACBPDHNH_01219,ACBPDHNH_01219,,117232,118203
GCA_000734035.1,AFULGI_00021320,AIG98870.1,,1841982,1842782
GCA_002495125.1,DGCFCPAL_00648,DGCFCPAL_00648,,1048,1692
GCA_000221185.1,GQS_03665,AEK72634.1,,701151,701408
